"","logFC.stage9","logFC.stage15","logFC.stage21","logFC.stage27","logFC.stage33","logFC.stage40","AveExpr","PValue","FDR","GeneName"
"Q9UBD5.ORC3",-1.56943698499135,-2.12559958717934,-0.378162774262371,-0.259627463095303,-1.01831457616158,-0.733042329984836,14.5341034231028,0.286765653000389,0.29928595136725,"ORC3"
"Q9UBE0.SAE1",-0.41542378974178,-0.710912238768787,-1.06057109671719,-1.3802415867574,-1.68175282681787,-1.90619947824176,16.987491238834,5.84568092877552e-13,6.57613582006753e-12,"SAE1"
"Q9UBF2.COPG2",-0.00336409150286416,0.279825316963968,0.21053277888616,0.172400608447831,-0.0705046554402903,-0.115578223339871,16.5142668609227,0.000105899721878212,0.000166065940045282,"COPG2"
"Q9UBF6.RNF7",0.945365059508506,0.805003207370137,0.713781020433203,0.689960655736871,0.640809031800173,0.692455306151482,14.5442048847436,0.000613006909423312,0.000871419521449247,"RNF7"
"Q9UBH6.XPR1",1.18861912502536,2.34121416034383,2.62649228706228,2.82452845944367,2.80213124235986,2.77746064166291,15.5768495192578,5.57463203287473e-15,1.69542095347242e-13,"XPR1"
"Q9UBI1.COMMD3",2.05177641743944,1.79739564746277,1.74153294228021,1.92150737090493,1.72411099112336,1.82728780104003,14.304736335357,4.70760319701265e-09,1.51947451471091e-08,"COMMD3"
"Q9UBI6.GNG12",-1.3908741388825,-1.38886999343022,-0.976039557505408,-1.1669559601419,-0.423512927040071,-0.323683389821187,13.4567064575101,0.000684187894027807,0.000963934140389763,"GNG12"
"Q9UBK7.RABL2A",0.998544481873318,1.11961009244266,1.45102997007639,1.4095940830984,1.28608904390616,1.49341940384766,13.6355051763576,4.72211795229039e-08,1.24225724879736e-07,"RABL2A;RABL2B"
"Q9UBK8.MTRR",-1.88813144497594,-1.35972322483699,-2.06757086187147,-2.13837059934872,-2.12490321747454,-2.09885704201256,12.1093327112025,0.00132812846502357,0.00180142717680542,"MTRR"
"Q9UBL6.CPNE7",1.735900820863,2.12378689482271,2.55151212504298,2.52180289937834,2.7589040464742,2.77602420126373,14.3262725540713,0.000221886738429437,0.000333576767590136,"CPNE7"
"Q9UBP6.METTL1",-1.31308566627808,-1.74230600180775,-1.96938407834234,-1.95675227750838,-2.61961646922495,-2.9404852689724,13.2704332567027,3.03989143514675e-05,5.14834423970735e-05,"METTL1"
"Q9UBQ0.VPS29",1.1242576618851,1.30047835934777,1.56107064766806,1.93167233508367,1.98933732602326,2.13507685448634,17.1865563287251,4.70182587554307e-10,1.94250178710255e-09,"VPS29"
"Q9UBQ5.EIF3K",-0.907243645951102,-1.36608165715898,-1.3643952982272,-1.08321084177911,-1.30758913557665,-1.18171511418221,15.0917463621952,0.000203800493357508,0.000308102589491234,"EIF3K"
"Q9UBQ6.EXTL2",-0.17675009273749,-0.154197529441134,-0.17367258105517,-0.255168388500037,-0.382221372841044,-0.618928633023536,13.7194420868562,0.00150315779428665,0.00202441916660892,"EXTL2"
"Q9UBQ7.GRHPR",1.31662613705012,1.40436703891295,1.45455750889194,1.74705826844375,1.67798195158335,1.7829180203243,16.9206980637665,2.25152361462716e-08,6.30855102748907e-08,"GRHPR"
"Q9UBS4.DNAJB11",0.773241424794331,0.803115695271452,0.865736197082502,0.803315207788911,0.850157724155954,0.801364924431226,15.288573468332,4.61256173483256e-07,1.03284393080696e-06,"DNAJB11"
"Q9UBT2.UBA2",-0.157041610195295,-0.389244507435859,-0.779665491818986,-1.04481510625977,-1.3826557409505,-1.6236013128407,17.0339976777926,1.96008564249655e-11,1.28127495379341e-10,"UBA2"
"Q9UBU6.FAM8A1",1.00100066678476,1.38431871936351,1.74860421246489,1.87329590442711,1.94092310667546,2.32818105298743,13.7700015759708,1.75663317978994e-05,3.07719571083808e-05,"FAM8A1"
"Q9UBU9.NXF1",-0.464788422361886,-0.466097403514315,-0.843489226767732,-1.03392644507636,-1.26037424302027,-1.46328099713996,16.0907767927021,5.13162265685511e-09,1.6408021505976e-08,"NXF1"
"Q9UBV2.SEL1L",0.983398705848747,1.25374176096007,1.22839607662587,1.41802977695851,1.4422395253241,1.62738333474175,14.5555965248184,3.13371011912306e-11,1.92418712338191e-10,"SEL1L"
"Q9UBV8.PEF1",0.84363688648555,0.509561838182691,0.499080465245361,0.787782047304222,0.70155035679605,0.849089055841219,14.4785959448557,0.168114212734416,0.179443709028431,"PEF1"
"Q9UBW7.ZMYM2",-0.63670518978903,-0.841083656049215,-1.08523236979574,-1.29626833685046,-1.44349096894962,-1.62319011675398,14.4359090097844,2.62369623310614e-09,9.08893272623615e-09,"ZMYM2"
"Q9UBW8.COPS7A",-0.595078158616641,-0.877041729044231,-0.36197827465719,-0.191504015130429,0.0768763405292272,0.185864438609215,14.616316908351,0.000716461107557033,0.00100633891039776,"COPS7A"
"Q9UDR5.AASS",-2.21116339570296,-2.81986257733933,-3.29168693159915,-3.45469344135462,-3.62645471235205,-3.51994622623963,14.9492882594785,7.0807515617846e-14,1.17915446316814e-12,"AASS"
"Q9UDT6.CLIP2",2.36194287933719,2.9062114878575,3.02115272383581,2.98105466650177,3.00116419243737,3.08766159386206,15.9538907514534,1.49252741137091e-13,2.17271743165411e-12,"CLIP2"
"Q9UDW1.UQCR10",-0.107654320915692,-0.392597171155843,0.348801198678588,-0.0733091857646873,0.52669966954485,0.481229745663377,14.9194574362059,0.00324128994163123,0.00418768971716935,"UQCR10"
"Q9UDY4.DNAJB4",-0.189182039937211,-0.0942962369274344,0.225357530466456,0.609550803873863,0.773557713693357,1.06946364028549,14.6492174903784,8.00121839182184e-09,2.44952234131483e-08,"DNAJB4"
"Q9UEE9.CFDP1",-0.116577287007744,-0.176790596835906,-0.155860458617838,-0.31430933023809,-0.573849390996939,-0.542215427742535,14.1707973806236,0.00340233490761575,0.00438090350457858,"CFDP1"
"Q9UET6.FTSJ1",-0.627189325062842,-0.41883583410108,-1.0530455026081,-0.708232850477604,-0.847312914501373,-1.29523459942622,12.4172415134183,0.393005210450485,0.405267073113378,"FTSJ1"
"Q9UEU0.VTI1B",1.45399148671077,1.42396919781707,1.78798715132967,1.70804504132,1.71275381263414,1.48922256277706,16.2106407734976,5.86560427691726e-11,3.24267529010089e-10,"VTI1B"
"Q9UEY8.ADD3",-0.598517133776991,-0.0162219581062179,0.245961884735203,0.341893492569764,0.433324135807376,0.45686707533837,16.0155307179898,1.19953134792925e-07,2.94339548177487e-07,"ADD3"
"Q9UFC0.LRWD1",-0.950233967455468,-1.36146283886148,-1.50403180949857,-1.66930069876111,-1.97358681573552,-1.96134232424179,13.034795602479,5.88687386665734e-12,4.52374482896871e-11,"LRWD1"
"Q9UFH2.DNAH17",-0.0611345136427643,0.0407838900936555,0.184907841092035,0.30533365318479,0.421939487740737,0.469699239232349,15.3806911480576,0.000481695645605354,0.000693735969815804,"DNAH17"
"Q9UFN0.NIPSNAP3A",3.04430576245411,3.48312503927116,3.80704712372306,4.36702521522824,4.60631122625865,4.95489541043021,16.868405826746,1.03830555441474e-11,7.34295128984571e-11,"NIPSNAP3A"
"Q9UFW8.CGGBP1",-0.23376071331133,-0.768168574358056,-0.91475396205387,-1.16913724304602,-1.45676622288705,-1.70000250630477,14.7403201427242,1.09043153386699e-08,3.24028232861943e-08,"CGGBP1"
"Q9UG63.ABCF2",-1.6046031256561,-1.59485483528273,-1.61035727150822,-1.63869754305145,-1.53599575493402,-1.6469958360721,13.8805353074134,9.00598970874597e-09,2.72346395693869e-08,"ABCF2"
"Q9UGH3.SLC23A2",1.79582304898613,2.59126900022691,2.50742291320832,2.26174299571545,2.22258618146122,2.05014978962209,14.7936386098037,3.98155069231631e-10,1.68692670788934e-09,"SLC23A2"
"Q9UGI8.TES",1.12890002001837,1.747261168845,1.95235487194626,1.96737330598731,1.87377216560658,1.62513170927205,15.8992505970414,3.44523604391322e-11,2.08776792258839e-10,"TES"
"Q9UGM6.WARS2",-0.161196326250202,-0.270755747015338,0.0452815154419659,0.255970010416181,0.438344168180567,0.59005738121133,13.5462599758885,5.42063425263974e-05,8.87635710025283e-05,"WARS2"
"Q9UGP8.SEC63",-0.192071120551031,-0.447995083543421,-0.757818659748174,-0.899987368074941,-1.0957568160356,-1.24848117313459,15.2102913851214,6.69537191285197e-08,1.71054120871206e-07,"SEC63"
"Q9UGR2.ZC3H7B",0.211887214533687,0.258961930673884,0.186593962288522,0.255645191852201,0.088152551180566,0.0166500225605619,16.4141091046518,0.00834548454545299,0.0102246528689048,"ZC3H7B"
"Q9UGT4.SUSD2",4.5667401861076,4.03794148065384,3.66391806215771,3.18208013252984,2.98521131486229,2.59720952269172,16.2142431602881,4.4107921403254e-12,3.56772938867777e-11,"SUSD2"
"Q9UH62.ARMCX3",1.87484419840755,1.3116927253469,1.44353735098413,1.39497277616035,1.57281397180773,1.59053010115577,15.6679693152498,6.52894866518567e-11,3.51575473425377e-10,"ARMCX3"
"Q9UH65.SWAP70",-0.627278636197604,-1.34874692289449,-1.78825178687898,-2.45759806086692,-1.50629921417659,-1.60496427427834,13.2207662157955,0.572877927215485,0.583598555197659,"SWAP70"
"Q9UHA4.LAMTOR3",1.34795268077889,0.17547102650091,0.654102598751946,1.10226790019127,1.00676707850105,0.425237502144932,14.1901000966428,0.449825557363875,0.461801895499712,"LAMTOR3"
"Q9UHB6.LIMA1",0.0778152929217329,-0.355958579462795,-0.856432429938353,-1.38531236594715,-1.68857537739712,-2.17919729937185,13.0001801964027,4.57976406958219e-09,1.48264426000767e-08,"LIMA1"
"Q9UHB9.SRP68",-0.951812349756969,-0.876883063943959,-0.91434691763285,-0.950971174710445,-0.908471162403555,-0.885645552756291,15.311012496677,1.02595393264668e-09,3.93645470898251e-09,"SRP68"
"Q9UHC6.CNTNAP2",1.50553050073378,1.81640064959947,1.85701212044222,1.89162902446441,1.94341681940044,2.05724789833745,15.6578258890242,0.0420357237221452,0.0474568522607279,"CNTNAP2"
"Q9UHD1.CHORDC1",-1.36881805277554,-1.555905468728,-1.44993037849897,-1.28872852055065,-1.18048087152411,-1.19694608565374,14.1046244063568,2.70665435787511e-12,2.37906471239009e-11,"CHORDC1"
"Q9UHD8.SEPTIN9",-0.177461159763548,-0.407816736775205,-0.597447696108171,-0.55905570757119,-0.605769687435705,-0.550992054605402,17.9812038069735,2.93553510275775e-06,5.79414881037926e-06,"SEPTIN9"
"Q9UHD9.UBQLN2",1.3184981821234,1.42863769878955,1.38331733512673,1.49595067381459,1.6089697135687,1.67217387125652,16.303224451898,6.05113963556458e-12,4.6280144697978e-11,"UBQLN2"
"Q9UHG2.PCSK1N",3.09450525524322,2.53912483817606,2.29137910164921,1.1382637607946,1.30139883684202,0.377943110975759,16.0670616045309,0.000938316760497031,0.00129548507555408,"PCSK1N"
"Q9UHG3.PCYOX1",1.62496642679886,1.68091671560681,1.65804941101947,1.87392217101794,1.90584472285735,2.02523642873955,17.4467597150296,3.65649539471081e-08,9.7960203337207e-08,"PCYOX1"
"Q9UHI5.SLC7A8",-0.985127052083201,-1.09203251433496,-1.52566313485471,-2.13461017507521,-1.69076191794453,-2.35020854515289,13.4615671504862,0.0753898711447295,0.0830147178778782,"SLC7A8"
"Q9UHK0.NUFIP1",-0.826462683208338,-0.754487083572065,-1.31085496666325,-3.09958918164165,-1.99025451391725,-3.06297637132296,15.5015578926913,0.0170796673392565,0.0201901615006759,"NUFIP1"
"Q9UHL4.DPP7",0.993385141653611,1.43642156824421,1.48089427473224,1.62290053875248,1.85949296762007,2.04647132246819,12.9909414434872,0.000301772447658248,0.000446523964351331,"DPP7"
"Q9UHN6.CEMIP2",0.821113743749643,0.57553905956085,0.394726580938112,0.043741818587695,-0.164997169190024,-0.366163852525417,15.5446231661517,1.7374289337975e-07,4.15248023552096e-07,"CEMIP2"
"Q9UHQ9.CYB5R1",2.55160301668516,2.80796180237791,2.92881831668127,3.23362572536931,3.28969221038827,3.46996420229546,16.5659015041224,1.61913353594205e-13,2.33602384094267e-12,"CYB5R1"
"Q9UHR4.BAIAP2L1",-2.47511161273334,-1.53167836648135,-1.92964979113786,-1.8615159975908,-2.02216374906248,-2.20522963547489,12.2976597934606,1.38274092338862e-05,2.46149923102816e-05,"BAIAP2L1"
"Q9UHR6.ZNHIT2",-2.02274421788642,-2.40528658760459,-1.84809514278165,-1.6798205974322,-1.88665871996291,-2.19598293490312,11.9438899228342,0.00592005507045545,0.00740921884590618,"ZNHIT2"
"Q9UHV9.PFDN2",0.853933957623113,0.594955805294442,0.834908937769815,0.764349019984288,0.895976085303647,0.714868758512007,16.5365449208616,4.73925258984097e-07,1.05865097506861e-06,"PFDN2"
"Q9UHY1.NRBP1",0.287104850842955,0.560943174333575,0.586479513197337,0.633177090547897,0.609036077902614,0.65397728516004,15.0874461841744,1.7366786916048e-05,3.04635921045652e-05,"NRBP1"
"Q9UHY7.ENOPH1",-0.303769687460383,-0.182884134223799,-0.166827091061829,-0.0349544550265217,0.0554136679118091,0.256413574821803,15.435957789241,0.0012439149080505,0.00169394172258801,"ENOPH1"
"Q9UI08.EVL",2.71103935203165,3.49327288575174,3.7710031920707,3.96355163696539,4.03879995258499,4.14093803462913,14.7096186763098,6.05437938565225e-18,1.11031995712412e-15,"EVL"
"Q9UI09.NDUFA12",1.63952621811514,2.0481301420378,2.30587271160021,2.61021684971797,2.86065754799748,3.04138095867548,16.3022647385505,1.50482700643252e-09,5.52309878054951e-09,"NDUFA12"
"Q9UI12.ATP6V1H",1.93446928949269,2.24639339625118,2.54695536974083,2.751815864662,2.96167257398783,3.04336059245225,17.4770425247135,7.21932540537575e-14,1.19608158506456e-12,"ATP6V1H"
"Q9UI15.TAGLN3",3.7573337697522,3.55087202121409,3.3969558305534,2.99483168076111,2.63169292889671,2.29731110123029,18.8700166133968,3.56348140928931e-10,1.52875712379974e-09,"TAGLN3"
"Q9UI26.IPO11",-1.67606429302509,-1.59791125100926,-1.86390696925281,-1.72178889746022,-1.71152862932484,-1.68861359761295,13.8156585459456,1.70375740265644e-08,4.8814420408706e-08,"IPO11"
"Q9UI30.TRMT112",-1.79022515987811,-1.9567739579771,-1.75061698139199,-1.67681486471878,-1.78720347501721,-1.768745922425,16.0145962117851,2.1771563525025e-10,1.00524724529659e-09,"TRMT112"
"Q9UI32.GLS2",1.4618529351608,1.58393536676584,1.87496250612766,2.26186135587856,2.62806142794164,2.83790231535974,13.6731562731934,9.0480362329529e-07,1.92489913684955e-06,"GLS2"
"Q9UIA9.XPO7",-0.323195862754281,-0.478870891817767,-0.546731205163914,-0.617998221935226,-0.645224380699114,-0.667031538928333,15.4687829459309,0.000155146119463613,0.000237765924269052,"XPO7"
"Q9UIC8.LCMT1",0.658915500919581,0.886652392686246,0.949077648872022,0.905110844582602,0.849457926844276,0.752888660823551,16.4077087779465,1.45035492854802e-08,4.20375804346042e-08,"LCMT1"
"Q9UID3.VPS51",0.36466403510548,0.389458835830176,0.414469272310377,0.551633445544868,0.568909969467163,0.655779272405467,14.8804725334762,4.15172376985631e-05,6.91207056826759e-05,"VPS51"
"Q9UIG0.BAZ1B",0.695461391569184,0.595846589884311,0.161697192967181,-0.517055990930213,-0.925920582724649,-2.14426956282873,13.7473668999152,5.13172877454956e-06,9.75163948416897e-06,"BAZ1B"
"Q9UII2.ATP5IF1",0.873369797417939,1.0530251893562,1.47113910107661,1.66680332846187,2.36782362141194,2.19951421701866,14.9830786405346,9.59780512836827e-07,2.03251329263059e-06,"ATP5IF1"
"Q9UIJ7.AK3",1.91493188366386,1.87704306339692,2.23683597119301,2.64213773101988,2.88130182522558,3.09268306857879,16.5032545390548,1.00728045730024e-10,5.14197226350745e-10,"AK3"
"Q9UIK5.TMEFF2",-0.311687783976328,1.30028696818442,1.89996224712379,2.11012011899944,2.53400992123158,2.79923737764915,13.7280359969706,1.11235499126955e-05,1.99995438063951e-05,"TMEFF2"
"Q9UIL1.SCOC",2.49265621907611,2.22321371540685,2.70455777470436,3.2469099247966,3.69720621181558,3.98004395735649,16.2848766863477,0.00128116686886963,0.0017421072578794,"SCOC"
"Q9UIQ6.LNPEP",3.02950249343725,3.63869700197463,3.78188549634473,3.74674390665778,3.76564842166251,3.80139493700898,14.9735616016493,1.17168937860715e-16,9.60785290457859e-15,"LNPEP"
"Q9UIU6.SIX4",-1.82532559094631,-2.0374567448556,-1.6626328500014,-1.90167115606576,-2.14795197405796,-1.20570742636958,11.9207114299634,0.006156138197152,0.00768983093736032,"SIX4"
"Q9UIV1.CNOT7",0.0434510738298063,-0.375368628344879,-0.568539890311009,-0.532832739118065,-0.549805433325187,-0.69524433863873,14.4740065286983,0.00643569541350723,0.0080112288410261,"CNOT7"
"Q9UIW2.PLXNA1",2.38695109255483,2.92586702179812,3.23046483671417,3.39004151796031,3.46368704313757,3.55639628604427,17.8020678016599,1.51752463261283e-15,6.59766749668852e-14,"PLXNA1"
"Q9UJ14.GGT7",1.34081283209419,1.85435922104699,2.2391585190811,2.37051752651936,2.34227175823197,2.63565210299858,15.3525061637834,3.74503563166373e-12,3.13441095890409e-11,"GGT7"
"Q9UJ70.NAGK",3.18739951231959,3.44564070171557,3.39531150311052,3.38524858689478,3.39053035117623,3.44017660594025,18.1093208419634,4.05763107340293e-18,9.06922799369507e-16,"NAGK"
"Q9UJ83.HACL1",-1.88815783998503,-2.70568814420851,-2.13329251062164,-1.61047797756263,-0.151992728563524,-1.35927283581259,12.3642867934903,0.0397908599640153,0.0450244874841731,"HACL1"
"Q9UJA5.TRMT6",-0.353360207386703,-0.689842434471289,-0.9738454589375,-1.50817407870417,-1.7356291798883,-1.36789395700464,12.6297904848357,0.00119966524345949,0.00163712480453562,"TRMT6"
"Q9UJC3.HOOK1",-1.37404549479947,-1.16219044646744,-0.737456491760176,-0.597217604030546,-0.409682471592197,-0.494696867185501,13.299272008262,9.92719720268808e-08,2.47530344414986e-07,"HOOK1"
"Q9UJC5.SH3BGRL2",1.75139456169369,2.28526529788158,2.48389328673763,2.68728173055379,2.50856302355311,2.72073303636064,14.8321242688017,7.01405448392764e-12,5.2286587971097e-11,"SH3BGRL2"
"Q9UJD0.RIMS3",5.08825444015538,5.32574361356135,5.22140599476362,5.16091920900442,5.1421707246707,5.15099015536922,16.0815631004226,2.16819293110025e-14,4.68301667710692e-13,"RIMS3"
"Q9UJK0.TSR3",-0.721600612929632,-1.39765470690265,-2.08316332432718,-1.44021832650935,-2.13238690300769,-2.00801770448936,12.6686695248798,0.0683981131934226,0.0755340909081132,"TSR3"
"Q9UJQ4.SALL4",-2.90524348198832,-4.13449044952803,-2.15382812662249,-3.96670585064564,-3.63010546533658,-4.10174707149144,13.8641506710301,0.137499523810246,0.147985033268445,"SALL4"
"Q9UJS0.SLC25A13",0.681352519622792,0.769689323161655,0.801812441292884,1.07168318012968,1.23153204436339,1.39047353232715,18.5999150950433,1.03982452792559e-09,3.9763773860106e-09,"SLC25A13"
"Q9UJU5.FOXD3",-0.509933934463596,-0.481055085016473,-0.466294556760206,-0.0858776764463803,-0.595315473327806,-0.0287597528846555,11.6185108581329,0.552041311222819,0.563257775098665,"FOXD3"
"Q9UJU6.DBNL",1.49809414013364,1.84105127251198,1.80429447920336,1.64661225326078,1.52042098595955,1.39167513052284,17.3248436084496,4.60204292354964e-12,3.68960817558843e-11,"DBNL"
"Q9UJV8.PURG",-0.365044512053936,2.85071623436156,1.89750349279602,3.23746176996123,3.11598297958356,3.55130830391268,15.5515075596972,0.014253036106166,0.0169976376833106,"PURG"
"Q9UJV9.DDX41",-1.08206393139886,-1.66240760058757,-1.23325236654716,-1.63821041670313,-2.15388972225252,-1.82927065395966,13.2076465252092,0.000611920600358144,0.000870066209201066,"DDX41"
"Q9UJW0.DCTN4",1.76557697160997,1.96965773607728,1.89364498925805,1.86925346616726,1.82385521416182,1.78498412037309,16.4767209363431,1.12319822392167e-12,1.12376989732852e-11,"DCTN4"
"Q9UJX2.CDC23",-1.02398865043804,-1.26276183648975,-1.26071444410787,-1.28424704231388,-1.35987678451159,-1.23557837068222,12.5064682193646,1.46217190320006e-05,2.59079583942287e-05,"CDC23"
"Q9UJX3.ANAPC7",-0.824979036298083,-0.743021252309741,-0.796559062892751,-0.914182755839247,-1.08831638274158,-1.35467037566838,14.224175407594,2.42713386820227e-06,4.84828035714287e-06,"ANAPC7"
"Q9UJX5.ANAPC4",-0.985924243584742,-0.863417974870224,-0.965344231654651,-1.16034653753453,-1.2458188731197,-1.31048455862626,14.2950074816774,1.77220563834396e-09,6.38861887879364e-09,"ANAPC4"
"Q9UJX6.ANAPC2",-1.59747595463087,-0.331805407808229,-0.997053545850335,-0.850013268909608,-0.208567017445363,-0.977009098986097,13.1327503722116,0.214388392397123,0.226411477983137,"ANAPC2"
"Q9UJY4.GGA2",-0.978892219360465,-0.934811329037482,-0.832177791734389,-0.778813201364778,-0.782164527343732,-0.637733135319699,13.9913644823245,3.01528734475967e-05,5.11068325990401e-05,"GGA2"
"Q9UJY5.GGA1",0.933018855262437,0.812377111860326,0.840035593608791,0.92866696371136,0.961554106538521,1.01340692642078,14.1411798657826,5.12984026857353e-05,8.42787351250808e-05,"GGA1"
"Q9UJZ1.STOML2",0.197814190165576,0.0870237700514215,0.0586425067985109,0.0619587085315844,0.172465800112548,0.20811499209262,18.1480595383827,0.228410858098681,0.240514554415354,"STOML2"
"Q9UK08.GNG8",3.52690356273661,-0.251983689662092,0.111950361797305,0.706147941976267,-0.176447185261156,0.0731748227261135,12.3096022526272,0.000253514076873414,0.000378576346239275,"GNG8"
"Q9UK17.KCND3",2.23600861852023,1.34701913216478,1.38209039345198,1.54024008835135,1.80180703668361,1.84542944502686,13.3969020917404,5.25738715687018e-06,9.96995140579772e-06,"KCND3"
"Q9UK28.TMEM59L",2.05722516219394,2.21784707080638,2.03311375387543,2.34362327381406,2.12835021404974,2.37317774044466,13.6443653863299,6.25527119692009e-10,2.51531016844496e-09,"TMEM59L"
"Q9UK39.NOCT",-0.24013020741644,-0.57189478263283,-0.265147019867177,0.111036693061178,0.236766020425384,0.507411065321373,12.8064600383886,0.00335803395697411,0.00432902367627429,"NOCT"
"Q9UK41.VPS28",0.752486774615149,0.757935346657331,1.00990877464625,0.831148334848019,1.1047013648022,0.955336553033352,14.1651482107771,1.9357101418839e-08,5.49738285801136e-08,"VPS28"
"Q9UK45.LSM7",-0.268542580750271,-0.394214441843532,-0.499363460602874,-0.424284317875106,-0.591727193540431,-0.772939322900875,16.6149663964316,0.000124898360172956,0.00019370159856366,"LSM7"
"Q9UK58.CCNL1",-1.43069200674689,-1.6575265365822,-1.47143085329133,-2.4418175641823,-2.52656270111273,-2.40219899365707,12.7823194326134,0.000269829565573576,0.000401367606380167,"CCNL1"
"Q9UK61.TASOR",-1.28775025082684,-2.00779218167796,-2.81905777336086,-2.86471943099777,-2.81083326740215,-2.35328256184702,12.5855497448692,6.14209392427538e-05,0.000100021328409894,"TASOR"
"Q9UK76.JPT1",1.26239292087889,1.84389496563277,1.97291621403845,1.51661974036723,1.50919979993067,1.20252876182884,16.4016233546373,1.29821610495487e-05,2.31995694562694e-05,"JPT1"
"Q9UKB3.DNAJC12",2.01209155660333,1.63361696688561,1.71000804440462,1.96253937959868,1.98928487863566,2.19813663835538,14.7623950989131,0.0123836204429518,0.0148777991894365,"DNAJC12"
"Q9UKC9.FBXL2",-2.09449078728519,-1.56906418623858,-1.29617019064213,-0.922272800243663,-0.868000333849844,-1.05220488326504,14.2217918513658,4.22935188489609e-08,1.12193863678775e-07,"FBXL2"
"Q9UKD2.MRTO4",-0.416754724120372,-0.584894941999979,-0.805701450355726,-0.891042181086573,-0.716532221234855,-0.468225429780734,14.0751408230225,0.0012904989686252,0.00175332473128231,"MRTO4"
"Q9UKE5.TNIK",-0.915709771853636,0.23854471660984,0.709405153907114,0.844174293781912,0.782159792325829,0.710968650585481,14.7917306941975,7.62973867299123e-09,2.34577347525568e-08,"TNIK"
"Q9UKF6.CPSF3",-1.24628265692383,-1.53027353529812,-1.80058475791959,-1.86310884430451,-2.18956618261518,-2.31642717725586,14.6118207674204,7.87142505707806e-16,3.85362334361868e-14,"CPSF3"
"Q9UKG1.APPL1",0.129249313420673,0.428513529342806,0.483946972264666,0.529565897283995,0.543372012066217,0.640681625401423,16.3385831534236,4.12326195220873e-07,9.29383817898683e-07,"APPL1"
"Q9UKI8.TLK1",-1.78635167061299,-1.36674889060562,-1.27867650711,-1.38301360654201,-1.49196066571062,-1.81775870338018,11.9268879846356,0.066658506733073,0.0737135211022272,"TLK1"
"Q9UKJ3.GPATCH8",-1.3727242229986,-2.89028623805062,-2.01143172312739,-2.35562996394911,-3.05019012973502,-3.94885120716824,13.9695645648276,0.0062226997108109,0.00776100283531633,"GPATCH8"
"Q9UKK3.PARP4",0.387423922824687,0.102209053516276,-0.116668745519657,-0.0411248252845918,0.332324459166054,0.462182398163783,14.7106323177402,0.000534045153968517,0.00076623355645804,"PARP4"
"Q9UKK6.NXT1",-0.480927848233117,-0.498211286383036,-0.907010932454833,-1.17191381710053,-1.46268943142663,-1.67614920851371,15.5147208702881,1.74555143511866e-08,4.99015101354751e-08,"NXT1"
"Q9UKN8.GTF3C4",-1.00283420504256,-1.43673026309992,-1.76686046619988,-2.04637614891129,-2.18376182732569,-2.18079895359127,14.7539321408114,7.06813444815852e-13,7.72131112228852e-12,"GTF3C4"
"Q9UKR5.ERG28",-0.706165072621665,-1.27717617245632,-1.16518812572504,-1.50981513254311,-1.28316199685721,-2.30873356414808,12.8343175057173,4.12980973512102e-05,6.88620526746821e-05,"ERG28"
"Q9UKU7.ACAD8",-0.0265656760756976,0.667284005847502,0.75069091378811,0.816688548016904,0.785982421552983,0.822813573993494,16.7644616511304,5.48790331217767e-09,1.73680319480088e-08,"ACAD8"
"Q9UKV5.AMFR",0.369889693614749,0.255762700692295,0.419123045417672,0.264115855606535,-0.0416399959408292,0.0813446282921201,12.2281167541609,0.56138131365207,0.572517026108015,"AMFR"
"Q9UKV8.AGO2",-1.3160312450945,-0.84246814138893,-0.70296132530566,-0.716659812162046,-0.726779904028236,-0.660236948203139,15.5254059385208,4.14944351362131e-08,1.10390534214533e-07,"AGO2"
"Q9UKW4.VAV3",1.05292325249909,1.14866808320531,1.32263032797392,1.5372580793042,1.46165925356888,1.41627937119262,13.8736504271581,3.26658254769542e-05,5.51352833349946e-05,"VAV3"
"Q9UKX7.NUP50",-1.6575476282104,-1.8105027228889,-2.12552988421285,-2.27438686837364,-2.52310004311313,-2.53433397854975,14.10059217468,7.30146148900639e-13,7.94938950013166e-12,"NUP50"
"Q9UKZ1.CNOT11",-0.527503044913619,-0.493785146560091,-0.79753195214167,-0.891429424510745,-1.19742267601393,-1.06857591661168,13.7807209921334,4.74262939559761e-06,9.06810898013026e-06,"CNOT11"
"Q9UKZ4.TENM1",1.09244659956684,1.04439774569168,1.49604610852271,1.90553789353322,2.17942324510058,2.42179569427364,15.3276059717466,0.00497970357535205,0.0062796417677887,"TENM1"
"Q9UL03.INTS6",-0.430924457063217,-0.801023996780933,-0.804516849590178,-0.872830402211802,-0.996139977901587,-1.43996165900958,13.5958794424435,0.0315602966140238,0.0361790128235084,"INTS6"
"Q9UL15.BAG5",0.612663560143381,0.56696838553516,0.621015607599551,0.236417018945917,0.487950401184529,0.335307257303449,13.8171706565136,0.000216034536168289,0.000325307235076285,"BAG5"
"Q9UL25.RAB21",0.91444746266167,0.994187885186959,1.20403873834196,1.16790573277006,1.15054535191242,1.17317538833527,15.5038174611268,1.56935335170247e-10,7.55295023204207e-10,"RAB21"
"Q9UL26.RAB22A",0.856662779138731,1.13955172449168,1.43582504950823,1.57116226756613,1.66668813822003,1.64833890853594,15.1483580248533,9.91259925943155e-08,2.47261524846352e-07,"RAB22A"
