"","z","Day","cond","Name_ID"
"SC1_33.371",0.761706081519617,33,"Sequencing","FAM169B"
"SC1_33.372",0.687440889684988,33,"Sequencing","ADAMTS17"
"SC1_33.373",-0.0678151302417412,33,"Sequencing","TNFRSF12A"
"SC1_33.374",0.235082264590744,33,"Sequencing","ENSG00000262668"
"SC1_33.375",0.553959414877837,33,"Sequencing","GRIN2A"
"SC1_33.376",-1.29936592040625,33,"Sequencing","SOCS1"
"SC1_33.377",0.507393164153597,33,"Sequencing","ENSG00000262801"
"SC1_33.378",-0.240840689625129,33,"Sequencing","ENSG00000262267"
"SC1_33.379",0.462832176862646,33,"Sequencing","TMC5"
"SC1_33.380",0.889070179576909,33,"Sequencing","RNU4-46P"
"SC1_33.381",0.347029988682252,33,"Sequencing","HS3ST4"
"SC1_33.382",1.60823561552561,33,"Sequencing","ENSG00000283662"
"SC1_33.383",0.859870359837707,33,"Sequencing","LPCAT2"
"SC1_33.384",0.647841406181694,33,"Sequencing","MT3"
"SC1_33.385",0.232246520094946,33,"Sequencing","CDH8"
"SC1_33.386",1.0678006403522,33,"Sequencing","ENSG00000260600"
"SC1_33.387",1.21356129645432,33,"Sequencing","ENSG00000231589"
"SC1_33.388",1.28275838697901,33,"Sequencing","HSF4"
"SC1_33.389",1.5007917018744,33,"Sequencing","ENSG00000262691"
"SC1_33.390",0.433131114463592,33,"Sequencing","ENSG00000260577"
"SC1_33.391",0.669571449539704,33,"Sequencing","HAS3"
"SC1_33.392",-0.343183875594185,33,"Sequencing","HPR"
"SC1_33.393",0.891582747021362,33,"Sequencing","ENSG00000277954"
"SC1_33.394",1.19958177861775,33,"Sequencing","ENSG00000261722"
"SC1_33.395",1.01564163296864,33,"Sequencing","MAF"
"SC1_33.396",0.0533211741772472,33,"Sequencing","ENSG00000277214"
"SC1_33.397",-0.287174125122853,33,"Sequencing","ENSG00000278058"
"SC1_33.398",0.554877198430003,33,"Sequencing","HSD17B2"
"SC1_33.399",2.64954645867444,33,"Sequencing","ATP2C2"
"SC1_33.400",0.681839603652841,33,"Sequencing","ENSG00000260279"
"SC1_33.401",0.00372041028450296,33,"Sequencing","SERPINF2"
"SC1_33.402",0.678504922131442,33,"Sequencing","GUCY2D"
"SC1_33.403",0.275696605302388,33,"Sequencing","ENSG00000279174"
"SC1_33.404",2.2274377396358,33,"Sequencing","LINC00670"
"SC1_33.405",0.545588799147398,33,"Sequencing","ASIC2"
"SC1_33.406",0.908045242545801,33,"Sequencing","PLXDC1"
"SC1_33.407",0.668956078418491,33,"Sequencing","HAP1"
"SC1_33.408",-0.0609234757336482,33,"Sequencing","ENSG00000276851"
"SC1_33.409",0.306560667438794,33,"Sequencing","CA10"
"SC1_33.410",-0.431737298046805,33,"Sequencing","NOG"
"SC1_33.411",0.837860861909255,33,"Sequencing","TRIM25"
"SC1_33.412",1.1272096608954,33,"Sequencing","PRKCA"
"SC1_33.413",0.121449375683253,33,"Sequencing","KCNJ2-AS1"
"SC1_33.414",0.392912588584231,33,"Sequencing","KCNJ2"
"SC1_33.415",1.479279683544,33,"Sequencing","ENSG00000276863"
"SC1_33.416",0.880923471659285,33,"Sequencing","ENSG00000263606"
"SC1_33.417",0.532727844697576,33,"Sequencing","LDLRAD4"
"SC1_33.418",0.539187369460181,33,"Sequencing","RN7SL362P"
"SC1_33.419",1.84282191535709,33,"Sequencing","CHST9"
"SC1_33.420",0.601373761332433,33,"Sequencing","GAREM1"
"SC1_33.421",0.593832797044619,33,"Sequencing","RIT2"
"SC1_33.422",0.632810293694078,33,"Sequencing","PSTPIP2"
"SC1_33.423",0.326741785261599,33,"Sequencing","RAB27B"
"SC1_33.424",-0.904050949068017,33,"Sequencing","SERPINB2"
"SC1_33.425",-0.826732329233417,33,"Sequencing","SERPINB10"
"SC1_33.426",-0.576367149639673,33,"Sequencing","LINC00305"
"SC1_33.427",0.409783472698083,33,"Sequencing","CDH7"
"SC1_33.428",1.04848345796686,33,"Sequencing","ENSG00000263720"
"SC1_33.429",0.645028989999509,33,"Sequencing","CBLN2"
"SC1_33.430",0.466398366621235,33,"Sequencing","LINC01896"
"SC1_33.431",1.00288583399023,33,"Sequencing","SALL3"
"SC1_33.432",0.358430464313832,33,"Sequencing","PDYN"
"SC1_33.433",-0.609508313929142,33,"Sequencing","TGM3"
"SC1_33.434",0.869728429894484,33,"Sequencing","EBF4"
"SC1_33.435",0.714546609624999,33,"Sequencing","SLC24A3"
"SC1_33.436",0.272664186250852,33,"Sequencing","ANKRD20A21P"
"SC1_33.437",0.89435026722413,33,"Sequencing","MAFB"
"SC1_33.438",0.588490470937738,33,"Sequencing","PTPRT"
"SC1_33.439",0.461783533371667,33,"Sequencing","ENSG00000233508"
"SC1_33.440",1.0731013168824,33,"Sequencing","SYCP2"
"SC1_33.441",0.83828833258439,33,"Sequencing","CDH4"
"SC1_33.442",0.797651781588674,33,"Sequencing","MIR1-1HG-AS1"
"SC1_33.443",0.929553301206973,33,"Sequencing","THEG"
"SC1_33.444",0.124180790908377,33,"Sequencing","SBNO2"
"SC1_33.445",0.613650331753832,33,"Sequencing","ZNF556"
"SC1_33.446",0.630378504354927,33,"Sequencing","FUT3"
"SC1_33.447",-0.746466605871767,33,"Sequencing","JUNB"
"SC1_33.448",0.304680379522417,33,"Sequencing","NANOS3"
"SC1_33.449",0.613476901033334,33,"Sequencing","IL27RA"
"SC1_33.450",0.74885201301357,33,"Sequencing","WTIP"
"SC1_33.451",0.859671310815899,33,"Sequencing","CYP2A13"
"SC1_33.452",-0.0195203638534427,33,"Sequencing","BCL3"
"SC1_33.453",-0.0818874639481147,33,"Sequencing","GFY"
"SC1_33.454",0.00461456328031967,33,"Sequencing","HAS1"
"SC1_33.455",0.707169498559982,33,"Sequencing","MIR935"
"SC1_33.456",0.746877374308581,33,"Sequencing","LINC01864"
"SC1_33.457",-0.294946489892532,33,"Sequencing","ZSCAN4"
"SC1_33.458",-0.455621995769613,33,"Sequencing","LINC01638"
"SC1_33.459",0.758497505712318,33,"Sequencing","C22orf42"
"SC1_33.460",1.25319558545827,33,"Sequencing","CACNA1I"
"SC1_33.461",-0.130611549330883,33,"Sequencing","NFAM1"
"SC1_33.462",-0.291421023019577,33,"Sequencing","ENSG00000230107"
"SC1_33.463",0.684172935101453,33,"Sequencing","SHISAL1"
"SC1_33.464",0.255185192420224,33,"Sequencing","NCAM2"
"SC1_33.465",-0.302042338000693,33,"Sequencing","ADAMTS1"
"SC1_33.466",0.12983964101852,33,"Sequencing","RUNX1"
"SC1_33.467",0.510547621122088,33,"Sequencing","PCP4"
"SC1_33.468",1.14426069655982,33,"Sequencing","COL18A1"
"SC2_33",0.601844546715544,33,"Sequencing","CHD5"
"SC2_33.1",0.474453407809495,33,"Sequencing","UTS2"
"SC2_33.2",0.342973461644379,33,"Sequencing","TNFRSF9"
"SC2_33.3",0.928161048043931,33,"Sequencing","FBXO6"
"SC2_33.4",0.9579406944171,33,"Sequencing","NBL1"
"SC2_33.5",1.01849692028272,33,"Sequencing","WNT4"
"SC2_33.6",0.696847459737223,33,"Sequencing","IFNLR1"
"SC2_33.7",0.310058193003394,33,"Sequencing","CSMD2"
"SC2_33.8",0.838637038382326,33,"Sequencing","HPCAL4"
"SC2_33.9",0.713693071495166,33,"Sequencing","FAAH"
"SC2_33.10",-0.557991820817322,33,"Sequencing","SLC25A3P1"
"SC2_33.11",0.164842740934164,33,"Sequencing","PTGER3"
"SC2_33.12",-0.768671111496578,33,"Sequencing","ENSG00000269933"
"SC2_33.13",0.833842837989508,33,"Sequencing","PTGFR"
"SC2_33.14",0.172233033276693,33,"Sequencing","ST13P20"
"SC2_33.15",1.07817529178608,33,"Sequencing","SAMD13"
"SC2_33.16",0.691078835715516,33,"Sequencing","UOX"
"SC2_33.17",1.08739076738937,33,"Sequencing","ENSG00000280099"
"SC2_33.18",0.863661115611883,33,"Sequencing","PLPPR4"
"SC2_33.19",0.916469443183974,33,"Sequencing","C1orf194"
"SC2_33.20",0.798654893162653,33,"Sequencing","SLC6A17"
"SC2_33.21",-0.80830034069994,33,"Sequencing","ENSG00000224950"
"SC2_33.22",0.41218744012019,33,"Sequencing","ECM1"
"SC2_33.23",-0.542895919334126,33,"Sequencing","S100A3"
"SC2_33.24",0.551344648148532,33,"Sequencing","FMO2"
"SC2_33.25",-0.39668607042277,33,"Sequencing","SLC9C2"
"SC2_33.26",0.586594430825077,33,"Sequencing","TNR"
"SC2_33.27",0.375742096591908,33,"Sequencing","CACNA1E"
"SC2_33.28",0.530657013885354,33,"Sequencing","BRINP3"
"SC2_33.29",0.872817503091947,33,"Sequencing","LINC01351"
"SC2_33.30",0.980010556220646,33,"Sequencing","ENSG00000241505"
"SC2_33.31",0.739977254817458,33,"Sequencing","ATP2B4"
"SC2_33.32",-0.305310434509054,33,"Sequencing","ENSG00000236846"
"SC2_33.33",0.482658792612188,33,"Sequencing","LEFTY1"
"SC2_33.34",0.719373320572348,33,"Sequencing","MAP3K21"
"SC2_33.35",0.412133778151025,33,"Sequencing","CHRM3"
"SC2_33.36",0.410268244938086,33,"Sequencing","PLD5"
"SC2_33.37",0.0116319054520421,33,"Sequencing","ENSG00000229727"
"SC2_33.38",0.757633655842485,33,"Sequencing","HPCAL1"
"SC2_33.39",1.01620606402461,33,"Sequencing","ENSG00000225649"
"SC2_33.40",0.347104855064624,33,"Sequencing","POMC"
"SC2_33.41",0.862546017480395,33,"Sequencing","KCNK12"
"SC2_33.42",0.339142185561299,33,"Sequencing","SFXN5"
"SC2_33.43",0.644708254718422,33,"Sequencing","CD8B"
"SC2_33.44",0.488690150594124,33,"Sequencing","ANAPC1P1"
"SC2_33.45",0.300083605206018,33,"Sequencing","CYTOR"
"SC2_33.46",0.368278730470933,33,"Sequencing","IL1R1"
"SC2_33.47",0.638190283484122,33,"Sequencing","LINC01123"
"SC2_33.48",0.209166367967794,33,"Sequencing","MIR4435-2HG"
"SC2_33.49",0.4832762021,33,"Sequencing","SCTR"
"SC2_33.50",0.603355453660756,33,"Sequencing","ENSG00000228400"
"SC2_33.51",0.615250439597961,33,"Sequencing","LINC01854"
"SC2_33.52",0.485862202591542,33,"Sequencing","CCDC74B"
"SC2_33.53",1.38528981178958,33,"Sequencing","SMIM39"
"SC2_33.54",0.769794332670285,33,"Sequencing","CCDC74A"
"SC2_33.55",0.63088914941142,33,"Sequencing","LYPD1"
"SC2_33.56",0.920338707825111,33,"Sequencing","KCNJ3"
"SC2_33.57",0.700118544059774,33,"Sequencing","PLA2R1"
"SC2_33.58",0.728806384806518,33,"Sequencing","SCN1A"
"SC2_33.59",0.55499480360987,33,"Sequencing","C2orf88"
"SC2_33.60",0.485967938758226,33,"Sequencing","MSTN"
"SC2_33.61",0.595624335765867,33,"Sequencing","NYAP2"
"SC2_33.62",0.665482244350312,33,"Sequencing","ENSG00000273301"
"SC2_33.63",0.824352671418869,33,"Sequencing","ECEL1"
"SC2_33.64",0.937394990628446,33,"Sequencing","RAMP1"
"SC2_33.65",0.864426583704599,33,"Sequencing","CNTN6"
"SC2_33.66",0.848793870019509,33,"Sequencing","GRM7"
"SC2_33.67",0.672355120130086,33,"Sequencing","IRAK2"
"SC2_33.68",0.735802868271874,33,"Sequencing","SYN2"
"SC2_33.69",0.668690275866045,33,"Sequencing","GRIP2"
"SC2_33.70",0.737542637852084,33,"Sequencing","ARPP21"
"SC2_33.71",0.539510041320588,33,"Sequencing","DCLK3"
"SC2_33.72",-0.150343477353068,33,"Sequencing","CCK"
"SC2_33.73",0.22185993548073,33,"Sequencing","IL17RB"
"SC2_33.74",0.615039516965123,33,"Sequencing","CACNA2D3"
"SC2_33.75",0.733427499062592,33,"Sequencing","DNAH12"
"SC2_33.76",0.422607898939312,33,"Sequencing","CNTN3"
"SC2_33.77",0.484667334079679,33,"Sequencing","EPHA6"
"SC2_33.78",0.578598381847845,33,"Sequencing","ENSG00000261292"
"SC2_33.79",-0.785138061938708,33,"Sequencing","ENSG00000239482"
"SC2_33.80",-0.489608721748493,33,"Sequencing","ENSG00000251012"
"SC2_33.81",-0.62685725335297,33,"Sequencing","UPK1B"
"SC2_33.82",0.934822088633592,33,"Sequencing","ADCY5"
"SC2_33.83",1.06139544802037,33,"Sequencing","TRH"
"SC2_33.84",0.863715821046728,33,"Sequencing","COL6A4P2"
"SC2_33.85",0.436930034500926,33,"Sequencing","ZBTB38"
"SC2_33.86",0.0384861705987862,33,"Sequencing","PCOLCE2"
"SC2_33.87",-0.302365481867529,33,"Sequencing","CPB1"
"SC2_33.88",-0.484671978870714,33,"Sequencing","IQCJ"
"SC2_33.89",-0.260196537540008,33,"Sequencing","LINC01323"
"SC2_33.90",0.5615049383551,33,"Sequencing","LINC01324"
"SC2_33.91",0.531148686013339,33,"Sequencing","SLITRK3"
"SC2_33.92",0.709412687351983,33,"Sequencing","LINC01322"
"SC2_33.93",0.577239732125198,33,"Sequencing","BCL6"
"SC2_33.94",1.00428806158378,33,"Sequencing",NA
"SC2_33.95",0.606527233144465,33,"Sequencing","IL1RAP"
"SC2_33.96",0.469225871390116,33,"Sequencing","UTS2B"
"SC2_33.97",0.0180454039528214,33,"Sequencing","ZDHHC19"
"SC2_33.98",0.00653097127983851,33,"Sequencing","RPSAP69"
"SC2_33.99",-0.52776080440701,33,"Sequencing","ENSG00000227189"
"SC2_33.100",0.632459236468511,33,"Sequencing","ENSG00000284727"
"SC2_33.101",0.785793058529361,33,"Sequencing","MSX1"
"SC2_33.102",-0.679388925190343,33,"Sequencing","GBA3"
"SC2_33.103",0.895292780324547,33,"Sequencing","CCKAR"
"SC2_33.104",0.520856403161347,33,"Sequencing","PCDH7"
"SC2_33.105",0.538613764636967,33,"Sequencing","LINC02513"
"SC2_33.106",0.759540848349387,33,"Sequencing","ENSG00000260878"
"SC2_33.107",0.613224239329082,33,"Sequencing","GABRA2"
"SC2_33.108",-0.0234423508598383,33,"Sequencing","ENSG00000249330"
"SC2_33.109",0.873362905554793,33,"Sequencing","GABRB1"
"SC2_33.110",0.878235425974482,33,"Sequencing","ENSG00000260918"
"SC2_33.111",0.123749373963219,33,"Sequencing","ADAMTS3"
"SC2_33.112",0.376907777980888,33,"Sequencing","BTC"
"SC2_33.113",0.280585403737924,33,"Sequencing","FGF5"
"SC2_33.114",0.776091916211178,33,"Sequencing","SCD5"
"SC2_33.115",-1.0737542274662,33,"Sequencing","NPNT"
"SC2_33.116",0.660511302637256,33,"Sequencing","CAMK2D"
"SC2_33.117",0.272183141118266,33,"Sequencing","PDE5A"
"SC2_33.118",0.721643873369217,33,"Sequencing","PCDH18"
"SC2_33.119",0.0172373949124421,33,"Sequencing","ENSG00000250777"
"SC2_33.120",0.678079540352241,33,"Sequencing","FREM3"
"SC2_33.121",0.500061340513947,33,"Sequencing","TTC29"
"SC2_33.122",-0.133352564677523,33,"Sequencing",NA
"SC2_33.123",0.762041915852433,33,"Sequencing","GUCY1A1"
"SC2_33.124",0.616255266344867,33,"Sequencing","ENSG00000260244"
"SC2_33.125",0.19322626005309,33,"Sequencing","PDGFC"
"SC2_33.126",1.01206034273511,33,"Sequencing","FSTL5"
"SC2_33.127",0.493564906611809,33,"Sequencing","ENSG00000250027"
"SC2_33.128",0.634106354043797,33,"Sequencing","NPY1R"
"SC2_33.129",0.694138622435672,33,"Sequencing","NPY5R"
"SC2_33.130",0.654410034533263,33,"Sequencing","GALNTL6"
"SC2_33.131",0.596739389326054,33,"Sequencing","GLRA3"
"SC2_33.132",0.412234896261431,33,"Sequencing","ADAM29"
"SC2_33.133",-0.123918164943565,33,"Sequencing","MTNR1A"
"SC2_33.134",-0.403897822339792,33,"Sequencing","RANBP3L"
"SC2_33.135",0.52086016521983,33,"Sequencing","LIFR"
"SC2_33.136",0.860057849131085,33,"Sequencing","PTGER4"
"SC2_33.137",0.501833056485612,33,"Sequencing","GHR"
"SC2_33.138",-0.0541486252699577,33,"Sequencing","ESM1"
"SC2_33.139",0.673781597683215,33,"Sequencing","IL6ST"
"SC2_33.140",0.969632771065672,33,"Sequencing","RGS7BP"
"SC2_33.141",0.0915396064047712,33,"Sequencing","LINC02197"
"SC2_33.142",0.902352424715301,33,"Sequencing","SV2C"
"SC2_33.143",0.896175651605323,33,"Sequencing","MEF2C"
"SC2_33.144",-0.442706854022801,33,"Sequencing","EGR1"
"SC2_33.145",0.708084580619161,33,"Sequencing","NR3C1"
"SC2_33.146",0.660900484226385,33,"Sequencing","GRIA1"
"SC2_33.147",1.40896442726145,33,"Sequencing","ENSG00000249738"
"SC2_33.148",-0.291184169793518,33,"Sequencing","IL12B"
"SC2_33.149",0.491838904998418,33,"Sequencing","GABRB2"
"SC2_33.150",0.552209959145812,33,"Sequencing","GABRA1"
"SC2_33.151",0.892701565587748,33,"Sequencing","GABRG2"
"SC2_33.152",0.896684231524554,33,"Sequencing","F12"
"SC2_33.153",-1.00792903051275,33,"Sequencing","PRR7-AS1"
"SC2_33.154",0.93463052516034,33,"Sequencing","TRIM7"
"SC2_33.155",0.909480388186541,33,"Sequencing","CD83"
"SC2_33.156",0.86326873353367,33,"Sequencing","RBM24"
"SC2_33.157",0.117265159258899,33,"Sequencing","RNF144B"
"SC2_33.158",0.198752540619038,33,"Sequencing","DCDC2"
"SC2_33.159",-0.213636426788285,33,"Sequencing","SLC17A2"
"SC2_33.160",0.836983252664846,33,"Sequencing","BTN3A1"
"SC2_33.161",0.757061870621536,33,"Sequencing","RN7SL471P"
"SC2_33.162",1.56511972345462,33,"Sequencing","TRIM31-AS1"
"SC2_33.163",1.61691297178673,33,"Sequencing","HLA-DRB5"
"SC2_33.164",0.893779930589142,33,"Sequencing","TAP1"
"SC2_33.165",1.08617852798957,33,"Sequencing","CLIC5"
"SC2_33.166",0.807139047417188,33,"Sequencing","RCAN2"
"SC2_33.167",0.389548519455095,33,"Sequencing","TENT5A"
"SC2_33.168",-0.28350192996672,33,"Sequencing","TBX18"
"SC2_33.169",0.71044948350677,33,"Sequencing","GJA10"
"SC2_33.170",0.452943336068341,33,"Sequencing","FAM162B"
"SC2_33.171",-0.173078029292797,33,"Sequencing","RFX6"
"SC2_33.172",0.609383279568415,33,"Sequencing","NKAIN2"
"SC2_33.173",-1.09669097137576,33,"Sequencing","ENSG00000237321"
"SC2_33.174",0.655811764289373,33,"Sequencing","MOXD1"
"SC2_33.175",0.718088229907169,33,"Sequencing","MAP7"
"SC2_33.176",0.99021798232524,33,"Sequencing","STXBP5-AS1"
"SC2_33.177",0.0568744267942086,33,"Sequencing","MYCT1"
"SC2_33.178",0.728669936167147,33,"Sequencing","ENSG00000232529"
"SC2_33.179",0.793953653675313,33,"Sequencing","LPA"
"SC2_33.180",-0.337548799250149,33,"Sequencing","LINC02538"
"SC2_33.181",0.187782956102776,33,"Sequencing","ENSG00000235994"
"SC2_33.182",-0.271076877122482,33,"Sequencing","KIF25"
"SC2_33.183",0.0713781360529076,33,"Sequencing","ENSG00000234647"
"SC2_33.184",0.38238088542434,33,"Sequencing","SMOC2"
"SC2_33.185",0.775962876202085,33,"Sequencing","NXPH1"
"SC2_33.186",0.82560866024945,33,"Sequencing","GALNT17"
"SC2_33.187",0.905979471005529,33,"Sequencing","CALN1"
"SC2_33.188",0.509985920112123,33,"Sequencing","CD36"
"SC2_33.189",0.616558627734015,33,"Sequencing","GRM3"
"SC2_33.190",0.681612907947042,33,"Sequencing","TAC1"
"SC2_33.191",0.513564677224805,33,"Sequencing","AZGP1"
"SC2_33.192",0.392894590841046,33,"Sequencing","VGF"
"SC2_33.193",0.82065688231602,33,"Sequencing","LHFPL3"
"SC2_33.194",1.27065499307745,33,"Sequencing","TMEM229A"
"SC2_33.195",0.272596352333163,33,"Sequencing","ENSG00000279419"
"SC2_33.196",0.803158769053349,33,"Sequencing","CHRM2"
"SC2_33.197",0.614835787064038,33,"Sequencing","CRLF2"
"SC2_33.198",0.707033080240573,33,"Sequencing","ADGRG2"
"SC2_33.199",0.589658306406623,33,"Sequencing","MAP7D2"
"SC2_33.200",0.162753236392813,33,"Sequencing","ENSG00000283400"
"SC2_33.201",0.763255748202099,33,"Sequencing","PTCHD1"
"SC2_33.202",0.581168882566754,33,"Sequencing","IL1RAPL1"
"SC2_33.203",0.70386509535143,33,"Sequencing","DMD"
"SC2_33.204",1.00395550037638,33,"Sequencing","ERAS"
"SC2_33.205",-0.469463957328504,33,"Sequencing","MAGED4"
"SC2_33.206",0.447401363477467,33,"Sequencing","PCDH11X"
"SC2_33.207",0.641135040224317,33,"Sequencing","TCEAL6"
"SC2_33.208",0.526868659897055,33,"Sequencing","RNF128"
"SC2_33.209",0.326760189679852,33,"Sequencing","SERTM2"
"SC2_33.210",0.809822040958314,33,"Sequencing","TRPC5"
"SC2_33.211",0.688058205687516,33,"Sequencing","IL13RA1"
"SC2_33.212",1.00839396085855,33,"Sequencing","SMIM10L2A"
"SC2_33.213",0.0311792377487292,33,"Sequencing","ARHGEF6"
"SC2_33.214",0.780467135699098,33,"Sequencing","FGF13"
"SC2_33.215",0.834597850229072,33,"Sequencing","MCF2"
"SC2_33.216",0.85298588317005,33,"Sequencing","SLITRK2"
"SC2_33.217",-0.6147026838348,33,"Sequencing","GPR50"
"SC2_33.218",-0.762446651845831,33,"Sequencing","ENSG00000269993"
"SC2_33.219",0.387709180052455,33,"Sequencing","CSMD1"
"SC2_33.220",0.257976782392343,33,"Sequencing","ENSG00000284613"
"SC2_33.221",-0.496627573203148,33,"Sequencing","LPL"
"SC2_33.222",0.946851062933002,33,"Sequencing","LGI3"
"SC2_33.223",-0.0340549423676941,33,"Sequencing","STC1"
"SC2_33.224",-0.661343205395916,33,"Sequencing","ADAM28"
"SC2_33.225",0.0962638591895935,33,"Sequencing","ENSG00000253888"
"SC2_33.226",-0.7850309424112,33,"Sequencing","ENSG00000279099"
"SC2_33.227",0.122034525158073,33,"Sequencing","ENSG00000253746"
"SC2_33.228",0.33409297901149,33,"Sequencing","CHRNA6"
"SC2_33.229",1.10093501909088,33,"Sequencing","OPRK1"
"SC2_33.230",0.551167381366455,33,"Sequencing","ENSG00000254254"
"SC2_33.231",1.02583701837281,33,"Sequencing","TTPA"
"SC2_33.232",0.619656235171093,33,"Sequencing","SBSPON"
"SC2_33.233",0.93503000177211,33,"Sequencing","PI15"
"SC2_33.234",-0.00560011695700732,33,"Sequencing","IL7"
"SC2_33.235",0.239053172962862,33,"Sequencing","MATN2"
"SC2_33.236",0.729096626780459,33,"Sequencing","SPAG1"
"SC2_33.237",1.10375104387941,33,"Sequencing","ANGPT1"
"SC2_33.238",0.781244716248212,33,"Sequencing","RSPO2"
"SC2_33.239",0.298815480652332,33,"Sequencing","TRHR"
"SC2_33.240",0.641632580381069,33,"Sequencing","SNTB1"
"SC2_33.241",-0.644637515160371,33,"Sequencing","ENSG00000244791"
"SC2_33.242",0.637454800456644,33,"Sequencing","ADCY8"
"SC2_33.243",-0.0740176614897626,33,"Sequencing","ENSG00000253259"
"SC2_33.244",0.830177742824963,33,"Sequencing","ENSG00000253507"
"SC2_33.245",0.745490100370834,33,"Sequencing","KCNK9"
"SC2_33.246",0.855675314554669,33,"Sequencing","LY6H"
"SC2_33.247",0.592155164334459,33,"Sequencing","CD274"
"SC2_33.248",0.971360879585379,33,"Sequencing","ENSG00000226197"
"SC2_33.249",-0.93860854482907,33,"Sequencing","ENSG00000225472"
"SC2_33.250",0.448149116902093,33,"Sequencing","BNC2"
"SC2_33.251",0.783862855706313,33,"Sequencing","SLC24A2"
"SC2_33.252",-0.419501746266943,33,"Sequencing","ENSG00000260390"
"SC2_33.253",0.633108637720579,33,"Sequencing","ENSG00000260412"
"SC2_33.254",0.634531462842311,33,"Sequencing","LINGO2"
"SC2_33.255",-0.436381844929194,33,"Sequencing","AQP3"
"SC2_33.256",0.433045696635218,33,"Sequencing","FAM189A2"
"SC2_33.257",0.712077984556448,33,"Sequencing","NTRK2"
"SC2_33.258",1.07053288602179,33,"Sequencing","FGD3"
"SC2_33.259",0.560776040053637,33,"Sequencing","FBP1"
"SC2_33.260",0.653879520946186,33,"Sequencing","GAS2L1P2"
"SC2_33.261",0.737690968723915,33,"Sequencing","GRIN3A"
"SC2_33.262",-0.247690141008012,33,"Sequencing","PPP3R2"
"SC2_33.263",0.193003296309232,33,"Sequencing","LINC01505"
"SC2_33.264",0.797429680890113,33,"Sequencing","BRINP1"
"SC2_33.265",0.741637837112778,33,"Sequencing","GPR21"
"SC2_33.266",-0.28216392572756,33,"Sequencing","MIR181A2HG"
"SC2_33.267",-0.0659379290443594,33,"Sequencing","IER5L"
"SC2_33.268",0.999375057423362,33,"Sequencing","C9orf50"
"SC2_33.269",0.654624998414981,33,"Sequencing","NACC2"
"SC2_33.270",0.678544423662467,33,"Sequencing","GRIN1"
"SC2_33.271",0.842714684615595,33,"Sequencing","TH"
"SC2_33.272",0.466426874259146,33,"Sequencing","SPON1"
"SC2_33.273",0.715540305919636,33,"Sequencing","NCR3LG1"
"SC2_33.274",0.930269952170777,33,"Sequencing","ENSG00000270607"
"SC2_33.275",0.382533198434274,33,"Sequencing","ENSG00000279675"
"SC2_33.276",0.517042854341723,33,"Sequencing","LRRC4C"
"SC2_33.277",0.131053889605451,33,"Sequencing","LINC02740"
"SC2_33.278",0.571840652737864,33,"Sequencing","MS4A7"
"SC2_33.279",0.435097110817765,33,"Sequencing","MS4A14"
"SC2_33.280",-0.0276522916890088,33,"Sequencing","MS4A1"
"SC2_33.281",0.13888500841475,33,"Sequencing","MIR6746"
"SC2_33.282",0.61361887161075,33,"Sequencing","KCNK4"
"SC2_33.283",0.553677415296169,33,"Sequencing","ENSG00000257069"
"SC2_33.284",0.480300235901694,33,"Sequencing","CATSPERZ"
"SC2_33.285",-0.0531798292781913,33,"Sequencing","SHANK2-AS1"
"SC2_33.286",0.844136235947625,33,"Sequencing","ARHGEF17"
"SC2_33.287",0.921616784519706,33,"Sequencing","GRM5"
"SC2_33.288",0.767384532979162,33,"Sequencing","MMP10"
"SC2_33.289",-0.146747885152909,33,"Sequencing","MMP1"
"SC2_33.290",0.70374892298393,33,"Sequencing","PDGFD"
"SC2_33.291",0.935205774228108,33,"Sequencing","C11orf87"
"SC2_33.292",1.0180997524058,33,"Sequencing","ARHGAP20"
"SC2_33.293",0.961866257106178,33,"Sequencing","LAYN"
"SC2_33.294",0.928966216490336,33,"Sequencing","SCN2B"
"SC2_33.295",0.63444633264497,33,"Sequencing","ABCG4"
"SC2_33.296",-0.119342765492085,33,"Sequencing","TRIM29"
"SC2_33.297",0.651839073159519,33,"Sequencing","MIR100HG"
"SC2_33.298",0.317057448111261,33,"Sequencing","MIR125B1"
"SC2_33.299",-0.560229606043534,33,"Sequencing","ENSG00000238117"
"SC2_33.300",-0.0338022680856645,33,"Sequencing","LINC02714"
"SC2_33.301",-0.0458841791259268,33,"Sequencing","LINC00707"
"SC2_33.302",0.47706223001419,33,"Sequencing","SFMBT2"
"SC2_33.303",0.0189018401158924,33,"Sequencing","ARMC3"
"SC2_33.304",-0.135973975485704,33,"Sequencing","MKX"
"SC2_33.305",0.64174901781703,33,"Sequencing","FZD8"
"SC2_33.306",0.530870358739313,33,"Sequencing","MIR4683"
"SC2_33.307",0.299057421967355,33,"Sequencing","ANXA8L1"
"SC2_33.308",0.564650579332963,33,"Sequencing","LRRTM3"
"SC2_33.309",0.760891981050585,33,"Sequencing","TLL2"
"SC2_33.310",0.627706235837435,33,"Sequencing","SORCS1"
"SC2_33.311",0.595968230465844,33,"Sequencing","CHST15"
"SC2_33.312",0.653746400651218,33,"Sequencing","PTPRE"
"SC2_33.313",0.713251175833911,33,"Sequencing","JAKMIP3"
"SC2_33.314",-0.256353399200695,33,"Sequencing","ENSG00000249695"
"SC2_33.315",0.743013926766521,33,"Sequencing","GRIN2B"
