"","Day","Experiment","Table","Cell.Trace","Peak.Intensity.df.F.","Start.Intensity.df.F.","Stop.Intensity.df.F.","Peak.Duration.s.","Duration.To.Peak.s.","Time.To.Decay.s.","Baseline.Intensity.df.F.","#Peaks","Frequency","Frequency [hz]","Differentiation","CVS","Video","#Cells_Video","#Cells_DayExp","#Cells_Day","Condition"
"1","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_1_200820.csv","Mean2",0.0772549825354428,0.00804250198127333,0.0194213703562378,1.473,0.982,0.491,0.0137319361687556,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",2,15,17,"Day 15"
"2","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_1_200820.csv","Mean7",0.0767296493871402,0.0243820499246652,0.0190678828847172,2.455,0.491,1.964,0.0217249664046912,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",2,15,17,"Day 15"
"3","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_2_200820.csv","Mean7",0.0959967867184362,0.0674597861637626,0.0383489853298394,1.473,0.491,0.982,0.052904385746801,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","2",2,15,17,"Day 15"
"4","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_2_200820.csv","Mean9",0.0920902140979592,0.0241888556694824,0.0271786022433131,0.982,0.491,0.491,0.0256837289563977,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","2",2,15,17,"Day 15"
"5","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_3_200820.csv","Mean5",0.0844067729945525,0.00327440067651294,0.0357922476351551,0.982,0.491,0.491,0.019533324155834,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","3",1,15,17,"Day 15"
"6","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS1_5_200820.csv","Mean2",0.0753081664098613,0.0191488930338173,0.0425756224150515,1.473,0.982,0.491,0.0308622577244344,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","5",1,15,17,"Day 15"
"7","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_1_200820.csv","Mean6",0.0880710077282118,0.0100783752172534,0.0620880382147502,2.946,1.964,0.982,0.0360832067160018,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","1",1,15,17,"Day 15"
"8","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_2_200820.csv","Mean1",0.0991869918699188,0.0160646290007203,0.0509519398991458,2.946,0.982,1.964,0.033508284449933,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",3,15,17,"Day 15"
"9","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_2_200820.csv","Mean11",0.0859768604257523,0.045482605492164,0.0312643128820917,1.473,0.491,0.982,0.0383734591871279,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",3,15,17,"Day 15"
"10","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_2_200820.csv","Mean9",0.0754856057224131,0.0200990417657258,0.0174828441805178,1.473,0.491,0.982,0.0187909429731218,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",3,15,17,"Day 15"
"11","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_3_200820.csv","Mean1",0.0963950191536826,0.0625183315409161,0.0468576405862539,1.2275,0.491,0.7365,0.0571521895636871,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","3",1,15,17,"Day 15"
"12","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_4_200820.csv","Mean3",0.0947099833242923,0.0398408775842324,0.0510718662728788,1.473,0.491,0.982,0.0454563719285556,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",2,15,17,"Day 15"
"13","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_4_200820.csv","Mean7",0.0814066365353904,0.037472730499045,0.0274417293821697,0.982,0.491,0.491,0.0324572299406073,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",2,15,17,"Day 15"
"14","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_5_200820.csv","Mean5",0.0880363936800661,0.0320994706188354,0.0428604942930874,0.982,0.491,0.491,0.0374799824559614,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",2,15,17,"Day 15"
"15","Day 15","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY15_CS2_5_200820.csv","Mean6",0.0757169361250993,0.0495944871455075,0.0295997879671349,1.473,0.491,0.982,0.0395971375563212,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",2,15,17,"Day 15"
"16","Day 15","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY15_CS2_10_141021.csv","Mean8",0.0850154191197084,-0.0128559413672955,0.041651648043574,2.455,1.964,0.491,0.0143978533381392,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","10",2,2,17,"Day 15"
"17","Day 15","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY15_CS2_10_141021.csv","Mean9",0.084159011592924,-0.0126559428777729,0.03707529383449,2.455,1.473,0.982,0.0122096754783586,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","10",2,2,17,"Day 15"
"18","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_1_260820.csv","Mean11",0.0934746014456876,-0.0166023038584678,-0.0145779010022995,4.419,0.982,3.437,-0.0155901024303837,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",3,41,43,"Day 21"
"19","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_1_260820.csv","Mean6",0.174877072033254,-0.0122877274801034,0.00592081918183189,3.437,0.982,2.455,-0.00350281340295036,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","1",3,41,43,"Day 21"
"20","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_1_260820.csv","Mean7",0.0881619773862739,-0.0244543781225349,-0.00171443597160133,3.437,1.964,1.473,-0.0130844070470681,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",3,41,43,"Day 21"
"21","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_2_260820.csv","Mean14",0.0787453998343416,0.0239208614236137,0.0118739318703671,1.964,0.7365,1.2275,0.0178973966469904,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","2",4,41,43,"Day 21"
"22","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_2_260820.csv","Mean16",0.0951680498781948,-0.0102140881126388,0.0141211445559271,2.455,1.2275,1.2275,0.003814154176473,10,0.016366612111293,0.0333333333333333,"LV16","CS1","2",4,41,43,"Day 21"
"23","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_2_260820.csv","Mean4",0.0927621089669579,0.0169699635310719,0.0313284585921895,2.455,0.982,1.473,0.0241492110616307,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","2",4,41,43,"Day 21"
"24","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_2_260820.csv","Mean5",0.113655913114082,-0.02096580997323,0.0239603514667224,2.455,0.7365,1.473,0.00597903419002681,10,0.016366612111293,0.0333333333333333,"LV16","CS1","2",4,41,43,"Day 21"
"25","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_3_260820.csv","Mean3",0.199870897853491,-0.00697448377690554,0.0261617338269884,3.437,0.982,1.964,0.0103949486930263,7,0.0114566284779051,0.0233333333333333,"LV16","CS1","3",2,41,43,"Day 21"
"26","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_3_260820.csv","Mean9",0.0841567916007257,0.0134616126915505,0.00301076929015322,2.946,1.473,1.473,0.00823619099085186,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","3",2,41,43,"Day 21"
"27","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_4_260820.csv","Mean12",0.0887880685259128,-0.00190920008622194,-0.00226845816696266,2.946,0.982,1.473,0.00338729047555504,6,0.00981996726677578,0.02,"LV16","CS1","4",3,41,43,"Day 21"
"28","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_4_260820.csv","Mean6",0.225472508176635,-0.00916072513965408,0.00145201593840752,3.6825,0.491,2.7005,-0.00420409265887749,8,0.0130932896890344,0.0266666666666667,"LV16","CS1","4",3,41,43,"Day 21"
"29","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_4_260820.csv","Mean7",0.0940458639003856,-0.00976961472192119,0.00225589285397095,2.946,0.982,1.964,-0.000590617617279764,3,0.00490998363338789,0.01,"LV16","CS1","4",3,41,43,"Day 21"
"30","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean1",0.274848794717525,-0.00858481367862839,0.011466235444262,3.6825,0.982,2.946,0.00204711738920192,8,0.0130932896890344,0.0266666666666667,"LV16","CS1","5",7,41,43,"Day 21"
"31","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean11",0.102484204067153,-0.0137920785434185,-0.00415631981131179,2.946,0.982,1.7185,-0.00897419917736518,6,0.00981996726677578,0.02,"LV16","CS1","5",7,41,43,"Day 21"
"32","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean2",0.0895468863581294,-0.0142379452386721,0.0182699297310395,2.455,0.982,0.982,0.00343590986188516,5,0.00818330605564648,0.0166666666666667,"LV16","CS1","5",7,41,43,"Day 21"
"33","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean5",0.160190797499237,-0.0140000762427568,0.0128612000609943,2.946,0.7365,2.2095,-0.0028305123513266,8,0.0130932896890344,0.0266666666666667,"LV16","CS1","5",7,41,43,"Day 21"
"34","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean6",0.0829990457750067,0.0225956772681372,0.0507036251285424,0.982,0.491,0.491,0.0366496511983398,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","5",7,41,43,"Day 21"
"35","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean8",0.155136086965373,-0.00933371333184043,0.00432587586263058,3.437,0.982,2.2095,-0.00561091545711781,8,0.0130932896890344,0.0266666666666667,"LV16","CS1","5",7,41,43,"Day 21"
"36","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS1_5_260820.csv","Mean9",0.0824757517486212,0.0288865879170804,0.0326585381315639,1.473,0.982,0.491,0.0307725630243222,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","5",7,41,43,"Day 21"
"37","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_1_260820.csv","Mean1",0.133046801681107,-0.0163350244141288,0.0129687308733322,3.437,0.982,2.455,0.00116290140500256,15,0.0245499181669394,0.05,"LV16","CS2","1",4,41,43,"Day 21"
"38","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_1_260820.csv","Mean11",0.0854837740986166,0.000960941722888467,0.00821805369261875,1.964,0.491,1.473,0.00458949770775361,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","1",4,41,43,"Day 21"
"39","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_1_260820.csv","Mean6",0.164724701434207,-0.0157326450111791,0.00782542308181706,2.946,0.982,1.964,-0.000854343518804592,15,0.0245499181669394,0.05,"LV16","CS2","1",4,41,43,"Day 21"
"40","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_1_260820.csv","Mean8",0.0920072608411981,-0.0216920860706834,0.0132555570628476,2.946,0.982,1.964,-0.00421826450391792,3,0.00490998363338789,0.01,"LV16","CS2","1",4,41,43,"Day 21"
"41","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_2_260820.csv","Mean1",0.145356553554774,-0.0139536552119951,0.00917390056675511,3.437,0.982,2.455,-0.00398611808594595,13,0.0212765957446809,0.0433333333333333,"LV16","CS2","2",4,41,43,"Day 21"
"42","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_2_260820.csv","Mean3",0.0895920594792765,0.031903877907031,0.0416522850452905,1.473,0.491,0.982,0.0367780814761607,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",4,41,43,"Day 21"
"43","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_2_260820.csv","Mean5",0.120939528962445,-0.0182202418841503,0.016970082749841,3.928,1.2275,2.946,-0.000166772756206205,10,0.016366612111293,0.0333333333333333,"LV16","CS2","2",4,41,43,"Day 21"
"44","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_2_260820.csv","Mean6",0.0756793845915961,0.0355831303877228,0.0308573968843017,2.455,1.473,0.982,0.0332202636360122,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",4,41,43,"Day 21"
"45","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_3_260820.csv","Mean4",0.540460522104293,-0.0208336000614541,0.0323498534062248,4.419,0.7365,3.437,0.00315752749433471,12,0.0196399345335516,0.04,"LV16","CS2","3",1,41,43,"Day 21"
"46","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean1",0.55969478211447,-0.0211396045231288,0.0219030733863238,5.401,1.2275,3.928,-0.000839815749514325,12,0.0196399345335516,0.04,"LV16","CS2","4",7,41,43,"Day 21"
"47","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean11",0.075366852579802,0.049095474284303,0.0176583177262344,1.964,0.491,1.473,0.0333768960052687,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",7,41,43,"Day 21"
"48","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean2",0.0772010879690004,0.0313908863966616,0.0336357539401617,1.964,0.491,1.473,0.0325133201684117,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",7,41,43,"Day 21"
"49","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean3",0.079904840510754,0.0443559741709958,0.0457542360537943,1.473,0.491,0.982,0.045055105112395,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",7,41,43,"Day 21"
"50","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean4",0.122714772936766,-0.0140685491304616,0.0124708105450747,2.946,0.982,1.964,-0.00152284458919684,10,0.016366612111293,0.0333333333333333,"LV16","CS2","4",7,41,43,"Day 21"
"51","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean7",0.0986953850601714,0.0171659860503777,0.0330219363232265,1.473,0.491,0.982,0.0250939611868021,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",7,41,43,"Day 21"
"52","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_4_260820.csv","Mean8",0.103526446637582,-0.0114032504400353,0.0187177678394094,1.964,0.491,1.473,0.00239023087301644,11,0.0180032733224223,0.0366666666666667,"LV16","CS2","4",7,41,43,"Day 21"
"53","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean1",0.0789863469192403,0.0110131492770416,0.0161317950526475,1.964,0.982,0.982,0.0135724721648445,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","5",6,41,43,"Day 21"
"54","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean11",0.0806541951383444,-0.0148477041050134,0.0418037210912757,0.982,0.491,0.491,0.0134780084931312,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",6,41,43,"Day 21"
"55","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean4",0.0988920925823525,-0.0209732206335414,0.02969231376886,2.455,1.473,0.982,0.000819575005924552,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","5",6,41,43,"Day 21"
"56","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean5",0.341472620637594,-0.0160559781661924,0.00469388150126796,3.928,0.982,3.437,-0.00535199272206405,11,0.0180032733224223,0.0366666666666667,"LV16","CS2","5",6,41,43,"Day 21"
"57","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean6",0.0760864348043121,1.91992013131997e-05,0.0236726152192069,2.7005,1.2275,1.473,0.01184590721026,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","5",6,41,43,"Day 21"
"58","Day 21","Cell Line 1","TIFF_LV16_CA imaging_LV16_Day21_CS2_5_260820.csv","Mean8",0.0890635400133121,0.0496305019370914,0.0460037888484972,1.473,0.491,0.982,0.0589020872800504,3,0.00490998363338789,0.01,"LV16","CS2","5",6,41,43,"Day 21"
"59","Day 21","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY21_CS2_2_201021.csv","Mean3",0.0753792298716452,0.00519253208868137,0.0196032672112018,1.964,0.982,0.982,0.0123978996499416,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","2",1,2,43,"Day 21"
"60","Day 21","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY21_CS2_5_201021.csv","Mean2",0.0978541776296556,-0.0146991755832311,0.0262410103490616,2.455,1.964,0.491,0.00577091738291525,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","5",1,2,43,"Day 21"
"61","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_1_010920.csv","Mean11",0.0994013352418168,0.00156718523084645,0.00584560091105705,2.455,0.982,1.473,0.00370639307095175,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","1",3,50,77,"Day 27"
"62","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_1_010920.csv","Mean4",0.213433551221208,-0.0232311314543358,0.0222171890883999,4.6645,0.982,3.437,-0.0005069711829679,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",3,50,77,"Day 27"
"63","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_1_010920.csv","Mean8",0.112176337271105,-0.0159349365209892,-0.00042620188932794,2.455,0.982,1.7185,-0.0101059989169458,12,0.0196399345335516,0.04,"LV16","CS1","1",3,50,77,"Day 27"
"64","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_2_010920.csv","Mean5",0.510285372754921,-0.0401504032441102,0.037124181028613,5.892,0.982,4.6645,-0.0006998138873337,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","2",2,50,77,"Day 27"
"65","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_2_010920.csv","Mean7",0.139312466559658,-0.0113506076587939,0.0128602002598793,2.946,0.982,1.964,0.00351601314683179,15,0.0245499181669394,0.05,"LV16","CS1","2",2,50,77,"Day 27"
"66","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_3_010920.csv","Mean2",0.13496170276131,-0.0188508036370743,-0.000223361780937875,2.7005,0.491,1.964,-0.00728950478831816,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","3",5,50,77,"Day 27"
"67","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_3_010920.csv","Mean4",0.28936151830199,-0.0232612389482476,0.031094663479538,4.91,0.982,3.928,0.00781326498286432,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","3",5,50,77,"Day 27"
"68","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_3_010920.csv","Mean5",0.0984478328629797,-0.0109409881639358,0.00663409291942205,2.455,0.982,1.473,0.00465439534981677,5,0.00818330605564648,0.0166666666666667,"LV16","CS1","3",5,50,77,"Day 27"
"69","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_3_010920.csv","Mean7",0.0822745305474742,0.0135308119545094,-0.00693996297275859,3.928,0.982,2.946,0.00329542449087538,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","3",5,50,77,"Day 27"
"70","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_3_010920.csv","Mean9",0.0909143218827321,0.0369411358536165,0.0452461783378407,3.437,0.491,2.946,0.0410936570957286,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","3",5,50,77,"Day 27"
"71","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean1",0.0803071422417508,0.0395343327302491,0.0285711208753339,0.982,0.491,0.491,0.0340527268027915,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","4",7,50,77,"Day 27"
"72","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean10",0.22713186121834,-0.0190409245897055,0.010730180428586,3.437,0.982,2.455,-0.00761170960551151,12,0.0196399345335516,0.04,"LV16","CS1","4",7,50,77,"Day 27"
"73","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean12",0.0775459053015856,-0.00912112461178013,0.0199313463738898,1.473,0.491,0.982,0.00540511088105481,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","4",7,50,77,"Day 27"
"74","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean3",0.0800950170058846,-0.00165200021594765,0.0090698051071641,2.946,0.982,1.964,0.000194352966582094,5,0.00818330605564648,0.0166666666666667,"LV16","CS1","4",7,50,77,"Day 27"
"75","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean7",0.204974404053984,-0.0160039298826205,0.00982470655152803,3.437,0.982,2.2095,-0.000925590775117575,12,0.0196399345335516,0.04,"LV16","CS1","4",7,50,77,"Day 27"
"76","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean8",0.329120730446608,-0.018583788359201,0.0172932956824001,4.1735,1.2275,2.946,-0.000204674913793693,12,0.0196399345335516,0.04,"LV16","CS1","4",7,50,77,"Day 27"
"77","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_4_010920.csv","Mean9",0.0959447814847375,-0.002854929540687,0.00782494407645641,3.437,0.491,2.946,0.00248500726788471,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","4",7,50,77,"Day 27"
"78","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_5_010920.csv","Mean3",0.114171384785663,-0.0140266485036822,0.00731131071474179,2.455,0.982,1.473,0.00235196458218045,11,0.0180032733224223,0.0366666666666667,"LV16","CS1","5",4,50,77,"Day 27"
"79","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_5_010920.csv","Mean5",0.0766757773994085,0.0112801326283716,0.00647459449771472,1.964,0.982,0.982,0.00887736356304317,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","5",4,50,77,"Day 27"
"80","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_5_010920.csv","Mean7",0.0879744922945473,-0.00669994060705839,0.00839837034104049,2.946,0.982,1.964,0.000849214866991053,9,0.0147299509001637,0.03,"LV16","CS1","5",4,50,77,"Day 27"
"81","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS1_5_010920.csv","Mean8",0.0986079878241687,-0.0159594024950195,0.02088445785914,1.7185,0.7365,0.982,0.00246252768206029,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","5",4,50,77,"Day 27"
"82","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_1_010920.csv","Mean3",0.177019833231262,-0.0140481462288595,-0.00283601074103738,3.437,0.982,1.964,-0.00546473830498891,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","1",4,50,77,"Day 27"
"83","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_1_010920.csv","Mean4",0.53699659445574,-0.0199730568734259,-0.00435943134941554,4.419,0.982,2.946,-0.00846365606513206,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","1",4,50,77,"Day 27"
"84","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_1_010920.csv","Mean5",0.12692622425539,-0.0192154117658658,-0.0023168916187678,3.437,1.473,2.455,-0.00785771327726788,21,0.0343698854337152,0.07,"LV16","CS2","1",4,50,77,"Day 27"
"85","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_1_010920.csv","Mean8",0.119592496490706,-0.011399889404058,-0.000404100557233365,2.946,0.982,1.964,-0.00590199498064571,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","1",4,50,77,"Day 27"
"86","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean1",0.0883711911357341,-0.0115401662049862,0.0111523545706371,1.964,0.982,1.2275,-0.00237396121883652,10,0.016366612111293,0.0333333333333333,"LV16","CS2","2",7,50,77,"Day 27"
"87","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean10",0.0950311965899964,-0.0124374523814426,-0.00260486378518625,2.455,0.982,1.473,-0.000190474229351596,13,0.0212765957446809,0.0433333333333333,"LV16","CS2","2",7,50,77,"Day 27"
"88","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean2",0.0752743197362594,0.0409880431038725,0.0497662746641736,0.982,0.491,0.491,0.0453771588840231,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","2",7,50,77,"Day 27"
"89","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean4",0.0871586526099255,0.0066803805605555,0.0049678580611983,1.964,0.7365,1.2275,0.00773977886346109,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","2",7,50,77,"Day 27"
"90","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean6",0.143447682979249,-0.0170747098579699,0.0078743037963106,3.437,0.982,1.964,-0.00588057763185573,21,0.0343698854337152,0.07,"LV16","CS2","2",7,50,77,"Day 27"
"91","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean7",0.124895131390219,-0.018971069795134,0.00987794646964898,2.946,0.982,1.964,-0.00543512579722695,19,0.0310965630114566,0.0633333333333333,"LV16","CS2","2",7,50,77,"Day 27"
"92","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_2_010920.csv","Mean9",0.0993133124880609,0.00738465560057515,0.0312528276846667,1.964,0.982,0.982,0.0193187416426209,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","2",7,50,77,"Day 27"
"93","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean1",0.0913068657100574,-0.0088153915449455,0.0106385260493748,2.455,0.982,1.473,0.00333526371104391,5,0.00818330605564648,0.0166666666666667,"LV16","CS2","3",8,50,77,"Day 27"
