"Table.ID","Cell.Trace","Peak.Time[Frame]","Peak.Intensity[df/F]","Table","Peak.Start[Frame]","Peak.Stop[Frame]","Start.Intensity[df/F]","Stop.Intensity[df/F]","Peak.Duration[s]","Duration.To.Peak[s]","Time.To.Decay[s]","Baseline.Intensity[df/F]","Amplitude","Peak.Time[s]","Peak.Start[s]","Peak.Stop[s]"
"4","Mean2",13,0.192570338941616,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",11,21,0.0516262569741352,0.0296404144008083,3.97,0.794,3.176,0.0406333356874718,18.0253280529496,5.161,4.367,8.337
"4","Mean2",145,0.178798628804876,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",142,150,0.00484590352740487,0.00488936454558792,3.176,1.191,1.985,0.00486763403649639,20.634626010306,57.565,56.374,59.55
"4","Mean2",187,0.155938133240616,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",185,190,0.00101590130002777,0.0169660949731899,1.985,0.794,1.191,0.00899099813660885,17.4333457943768,74.239,73.445,75.43
"4","Mean2",213,0.176940670277553,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",211,216,0.00276520728189368,0.0259407952279802,1.985,0.794,1.191,0.014353001254937,19.288889531373,84.561,83.767,85.752
"4","Mean2",258,0.177098216468466,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",255,263,0.000603021627289119,0.000825759345476994,3.176,1.191,1.985,0.000714390486383057,20.925622188581,102.426,101.235,104.411
"4","Mean2",308,0.168715672586419,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",307,314,0.00754048665475113,0.00446018699103072,2.779,0.397,2.382,0.00600033682289093,19.3040355118591,122.276,121.879,124.658
"4","Mean2",336,0.207194971560196,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",334,341,0.00966464391844538,0.0025642000727971,2.779,0.794,1.985,0.00611442199562124,23.8555637753767,133.392,132.598,135.377
"4","Mean2",364,0.159561695631624,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",361,370,0.0034116899273657,0.000488936454558808,3.573,1.191,2.382,0.00195031319096225,18.69851854732,144.508,143.317,146.89
"4","Mean2",400,0.180911920814025,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",397,408,0.00184166064550477,0.0016841144545914,4.367,1.191,3.176,0.00176288755004808,21.2536776808113,158.8,157.609,161.976
"4","Mean2",442,0.165418067831784,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",440,446,0.00365072552737228,0.00163522080913559,2.382,0.794,1.588,0.00264297316825393,19.3111251197462,175.474,174.68,177.062
"4","Mean2",46,0.194134935596204,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",44,52,0.0137010859821918,0.0113215952366724,3.176,0.794,2.382,0.0125113406094321,21.547251898318,18.262,17.468,20.644
"4","Mean2",509,0.165206195368142,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",506,512,0.00365615815464518,0.0127395109548929,2.382,1.191,1.191,0.00819783455476903,18.6269779586411,202.073,200.882,203.264
